Organization,PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period Begin Month,Quarter,Compliance Period Begin Day,Compliance Period Begin Year,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor epoxide,1-Jan-98,1,1,1,1998,30-Mar-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,22-Oct-98
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"2,4-D",1-Jan-98,1,1,1,1998,30-Mar-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,22-Oct-98
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"2,4,5-TP",1-Jan-98,1,1,1,1998,30-Mar-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,22-Oct-98
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,HEXACHLOROBENZENE,1-Jan-98,1,1,1,1998,30-Mar-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,22-Oct-98
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzo(a)pyrene,1-Jan-98,1,1,1,1998,30-Mar-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,22-Oct-98
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Pentachlorophenol,1-Jan-98,1,1,1,1998,30-Mar-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,22-Oct-98
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Total Polychlorinated Biphenyls (PCB),1-Jan-98,1,1,1,1998,30-Mar-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,22-Oct-98
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-DIBROMO-3-CHLOROPROPANE",1-Jan-98,1,1,1,1998,30-Mar-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,22-Oct-98
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,ETHYLENE DIBROMIDE,1-Jan-98,1,1,1,1998,30-Mar-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,22-Oct-98
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,BHC-GAMMA,1-Jan-98,1,1,1,1998,30-Mar-98,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,22-Oct-98
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Vinyl chloride,1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Jan-97,1,1,1,1997,31-Mar-97,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,18-Nov-97
FRCOG,MA1223000,ORANGE WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water purchased,Active,-,"6,487",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Nov-96,11,4,1,1996,30-Nov-96,Returned to Compliance,15-Jan-97,SOX,State Compliance achieved,-,-,2,8-Apr-97
FRCOG,MA1268000,SHELBURNE FALLS FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,978",Radionuclides,3,"Monitoring, Regular",MR,N,38-STRONTIUM-90,1-Oct-96,10,4,1,1996,31-Dec-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,8-Apr-97
FRCOG,MA1268000,SHELBURNE FALLS FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,978",Radionuclides,3,"Monitoring, Regular",MR,N,Radium-226,1-Oct-96,10,4,1,1996,31-Dec-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,8-Apr-97
FRCOG,MA1268000,SHELBURNE FALLS FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,978",Radionuclides,3,"Monitoring, Regular",MR,N,Radium-228,1-Oct-96,10,4,1,1996,31-Dec-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,8-Apr-97
FRCOG,MA1268000,SHELBURNE FALLS FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,978",Radionuclides,3,"Monitoring, Regular",MR,N,Gross Beta Particle Activity,1-Oct-96,10,4,1,1996,31-Dec-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,8-Apr-97
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Radionuclides,3,"Monitoring, Regular",MR,N,38-STRONTIUM-90,1-Oct-96,10,4,1,1996,31-Dec-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,8-Apr-97
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Radionuclides,3,"Monitoring, Regular",MR,N,Tritium,1-Oct-96,10,4,1,1996,31-Dec-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,8-Apr-97
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Radionuclides,3,"Monitoring, Regular",MR,N,Gross Beta Particle Activity,1-Oct-96,10,4,1,1996,31-Dec-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,8-Apr-97
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Radionuclides,3,"Monitoring, Regular",MR,N,Radium-228,1-Oct-96,10,4,1,1996,31-Dec-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,8-Apr-97
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Radionuclides,3,"Monitoring, Regular",MR,N,Radium-226,1-Oct-96,10,4,1,1996,31-Dec-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,8-Apr-97
FRCOG,MA1268000,SHELBURNE FALLS FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,978",Radionuclides,3,"Monitoring, Regular",MR,N,Tritium,1-Oct-96,10,4,1,1996,31-Dec-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,8-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Apr-96,4,2,1,1996,30-Jun-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Apr-96,4,2,1,1996,30-Jun-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Nitrates,3,"Monitoring, Regular",MR,N,Nitrite,1-Apr-96,4,2,1,1996,30-Jun-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1074000,DEERFIELD FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,300",Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),1-Mar-96,3,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Radionuclides,3,"Monitoring, Regular",MR,N,Radium-226,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Radionuclides,3,"Monitoring, Regular",MR,N,Radium-228,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Radionuclides,3,"Monitoring, Regular",MR,N,Gross Beta Particle Activity,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Radionuclides,3,"Monitoring, Regular",MR,N,Tritium,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Radionuclides,3,"Monitoring, Regular",MR,N,38-STRONTIUM-90,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Vinyl chloride,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Lead and Copper Rule,58,OCCT/SOWT Treatment Installation/Demonstration,TT,Y,Lead and Copper Rule,1-Jan-96,1,1,1,1996,-,Returned to Compliance,5-Feb-01,SOX,State Compliance achieved,-,-,2,25-Oct-00
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Jan-96,1,1,1,1996,31-Mar-96,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,30-Apr-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Fluoride,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Mercury,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Nickel,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Selenium,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Antimony, Total",1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Beryllium, Total",1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
